id,county,category-en,subcategory-en,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website-en,website-es,hours-en,hours-es,transportation-en,transportation-es,translation-en,translation-es,bilingual-en,bilingual-es,documents-en,documents-es,citizenship-en,citizenship-es,cost-en,cost-es,notes-en,notes-es,internal-note-en,notes-internal-en,notes-internal-es,amy-notes-en,amy-notes-es
586,Washington,Education; Programs for families,Adult education; Career advice; Programs for kids,Cornell Cooperative Extension- Washington County,415 Lower Main St.,,,Hudson Falls,NY,12839,-73.586851,43.289413,(518) 746-2560,(518) 746-2419,washington@cornell.edu,http://washington.cce.cornell.edu,http://washington.cce.cornell.edu,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,Yes,Sí,No,No,Depends on the program,Depende del programa,Caution: Some programs require proof of legal working status,PRECUACÍON: Algunos programas requieren prueba de estatus legal para trabajar,Sliding scale,Varía dependiendo de su ingreso,,,,"Education in Agriculture, Natural Resources, Youth Programs, Nutrition","Education in Agriculture, Natural Resources, Youth Programs, Nutrition",,
588,Washington,Labor,Job search assistance; Training; Career advice,The Job Link: Workforce Development System/ One-Stop of Washington County,383 Broadway,,,Fort Edward,NY,12828,-73.586751,43.287116,(518) 746-2391,(518) 746-2392,pmonahan@co.washington.ny.us,www.thejoblink.org,www.thejoblink.org,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,No,No,No,No,"Access to job search databanks available to all, but proof of legal working status required for enrolling","Base de datos con listas de empleos están disponibles para todos, pero requieren prueba de estatus legal de trabajo para inscribirse",Caution: Some programs require proof of legal working status,PRECAUCÍON: Algunos programas requieren prueba de estatus legal para trabajar,No cost,No hay costo,,,,Employment and Training,Employment and Training,,
589,Washington,Programs for families,Childcare; Parenting support; Programs for kids,"Head Start/ Early Head Start -Washington County Economic Opportunity Council, Inc.",18 River St.,,,Hudson Falls,NY,12839,-73.587597,43.301987,(518) 747-2816,(518) 747-8445,becky.rosick@washcohs.org,https://www.leapservices.org/general/we-are-leap/,https://www.leapservices.org/general/we-are-leap/,M-F 8:00 AM-4:00 PM -- Classes 8:00 AM-11:00 AM and 12:00 PM-4:00 PM,lunes - viernes 8:00AM-4:00PM; clases 8:00AM-11:00AM y 12:00-4:00PM,"Yes, childrens' buses",Sí hay buses estudiantiles,No,No,No,No,Proof of income eligibility,Prueba de ingresos elegibles,Not required,No es requerida,No cost,No hay costo,,,,"Education, Health, Nutrition services for low income families","Education, Health, Nutrition services for low income families",,
591,Wayne,Programs for families,Childcare,ABCD (Agri-Business Child Development) at Red Creek,6809 Church St,,PO Box 207,Red Creek,NY,13143,-76.724489,43.247001,(315) 754-8759,(315) 754-8772,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne","provides free childcare services and transportation for Migrant Farm workers families. Full day child devlopment programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",,
592,Wayne,Programs for families,Childcare,ABCD (Agri-Business Child Development) at Lake Ontario,6395 Tuckahoe Rd,,PO Box 65,Williamson,NY,14589,-77.202132,43.23126,(315) 589-7421,(315) 589-4016,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,Yes,Sí,Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne","provides free childcare services and transportation for Migrant Farm workers families. Full day child devlopment programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne",,
593,Wayne,Labor,Career advice; Job search assistance,Finger Lakes Works Career Center,1519 Nye Road,,,Lyons,NY,14489,-77.030104,43.061118,(315) 946-7270,,https://fingerlakesworks.com/contact/,https://fingerlakesworks.com/,https://fingerlakesworks.com/,M-F 9:00 AM-4:00 PM,lunes - viernes 9:00AM-4:00PM,No,No,No,No,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
594,Wayne,Emergency assistance,Food,Finger Lakes Eat Smart NY,1581 Route 88 North,,,Newark,NY,14513,-77.094449,43.067486,(315) 331-8415,,wayne@cornell.edu,http://fingerlakeseatsmartnewyork.org ,http://fingerlakeseatsmartnewyork.org ,M-F 8:30 AM-4:30 PM,lunes - viernes 8:30AM-4:30PM,No,No,By appointment,Con cita,Yes,Sí,Proof of residence in Wayne County,Prueba de residencia en el condado de Wayne,Not required,No es requerida,No cost,No hay costo,,,,,,,
595,Wayne,Housing,Affordable housing,La Casa of Catholic Charities of Wayne County,16 Maple Ave,,,Sodus,NY,14551,-77.061176,43.237,(315) 331-4867,,ccwayne@dor.org,https://www.ccwayne.org/community/la-casa/,https://www.ccwayne.org/community/la-casa/,M-F 8:00 AM-4:00 PM,lunes - viernes 8:00AM-4:00PM,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,Sliding scale,Varía dependiendo de su ingreso,,,,Provides transitional housing for farmworkers,Provides transitional housing for farmworkers,,
596,Monroe,Education; Leadership training,ESL; Citizenship preparation; Empowerment,Action for a Better Community (Office of New Americans),49 Stone Street,,,Rochester,NY,14604,-77.607489,43.155699,(585) 325-5116,,sgerspacher@abcinfo.org,https://www.abcinfo.org/office-of-new-americans/,https://www.abcinfo.org/office-of-new-americans/,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,No,No,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,,,,
597,Wayne; Ontario,Programs for families; Health,Childcare,ABCD (Agri-Business Child Development) at Geneva,5 Goodman Street,,,Geneva,NY,14456,-76.963811,42.880014,(315) 781-3267,(315) 781-7240,https://www.abcdny.org/contact,http://www.abcdny.org/locations,http://www.abcdny.org/locations,M-F 7:30 AM-4:00 PM,lunes - viernes 7:30AM-4:00PM,Not at this time,No en este momento,"Yes, Spanish","Sí, español",Yes,Sí,Contact center for details,Contacte el centro para más detalles,Not required,No es requerida,Free or minimal cost depending on eligibility,Gratis o con costos básicos depende su ingresos,,,,"provides free childcare services and transportation for Migrant Farm workers families. Full day child development programs for children ages 8 weeks to 5 yrs, parent involvement , WIC and etc. Services Seneca, Ontario, Yates, and Wayne","Emergency food pantry, vouchers for clothing, church services, and programs for kids.",,
598,Monroe,Leadership training; Education,Empowerment,Census 2020 Outreach Specialist,30 Church Street,City Hall,,Rochester,NY,14614,-77.615082,43.157084,(787) 691-1838,,nancy.d.laguer@2020census.gov,www.census.gov,www.census.gov,By appointment,Por cita,No,No,Yes,Sí,Yes,Sí,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,Contact bilingual outreach specialist Nancy Laguer. Everyone living in the United States should participate regardless of legal status,Contact bi-lingual outreach specialist Nancy Laguer. Everyone living in the United States should participate regardless of legal status,,
599,Monroe,Legal aid; Emergency assistance; Labor; Education,Immigration law; Job search assistance; Training; ESL; Citizenship preparation; Career advice; Food; Clothing; Other needs,Journey's End Refugee Services,87 North Clinton Street,,,Rochester,NY,14604,-77.607252,43.159013,(716) 882-4963,(716) 882-4977,immigration@jersbuffalo.org,jersbuffalo.org,jersbuffalo.org,M-Tu 9:00 AM-4:00 PM; F 9:00 AM-1:00 PM; Resettlement and Employment Drop-in hours Tu 9:30 AM-12:30 PM; Education intakes F 10:00 AM-1:00 PM; Legal intakes: Friday 10:00 AM-12:00 PM,lunes - jueves 9:00AM-4:00PM; viernes 9:00AM-1:00PM; horario para ayuda de empleo o restablecimiento: martes 9:30AM-12:30PM; Entrevistas educativas: viernes 10:00AM-1:00PM; Entrevistas legales: viernes 10:00AM-12:00PM,Yes,Sí,Yes,Sí,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost,No hay costo,,,,"Works primarily with people with refugee status on resettlement, job training, ESL and legal services. Sends volunteer lawyers to mobile consulates","Works primarily with people with refugee status on resettlement, job training, ESL and legal services. Sends volunteer lawyers to mobile consulates",,
600,Wayne,Education,ESL; Adult education,Literacy Volunteers of Wayne County,12 Canal St,,,Lyons,NY,14489,-76.991467,43.064071,(315) 946-5333,(315) 946-8226,heidi.barnes@lvwayne.org,http://www.lvwayne.org,http://www.lvwayne.org,Call for appointment,Llame para hacer una cita,No,No,No,No,By appointment,Con cita,None,Ninguno,Not required,No es requerida,No cost if you complete the four month class,No hay costo si cumples el curso de cuatro meces,,,,"Serve people 16 or older who have permenantly withdrawn from school. Offer one on one english tutoring in small groups, meet at various locations close to the student. Should be available by phone six months after the course is complete for follow-up survery.","offer one on one english tutoring in small groups, meet at various locations close to the student",,
601,Wayne,Emergency assistance; Financial help,Clothing; Food; Emergency financial aid,Come-Unity Center and Common Cents Thrift Shop,4170 E. Main St,,,Williamson,NY,14589,-77.182596,43.223978,(315) 589-8105,(315) 946-8226,https://williamsoncomeunitycenter.org/contact%20us,http://williamsoncomeunitycenter.org/common-cents-thrift-shoppe,http://williamsoncomeunitycenter.org/common-cents-thrift-shoppe,Tu-F 10:00 AM-5:00 PM; Sat 9:00 AM-2:00 PM. --- Food boxes filled until 12PM only,martes - viernes 10:00AM-5:00PM; sábado 9:00AM-2:00PM; Distribución de comida hasta las 12:00PM,No,No,By appointment,Con cita,By appointment,Con cita,None,Ninguno,Not required,No es requerida,Varies,Varía según los servicios,,,,"Emergency food, clothing, and household goods. Fellowship and free noon meal.","Emergency food, clothing, and household goods. Fellowship and free noon meal.",,
602,Wayne,Education; Programs for families,Adult education; Career advice; Programs for kids,Cornell Cooperative Extension of Wayne County- Nutrition Education Department,1581 Rt. 88 North,,,Newark,NY,14513,-77.094449,43.067486,(315) 331-8415,(315) 331-8411,wayne@cornell.edu,http://ccewayne.org/,http://ccewayne.org/,M-F 8:30 AM-4:30 PM; Other flexible hours,lunes - viernes 8:30AM-4:30PM o por cita,No,No,By appointment,Con cita,By appointment,Con cita,Children's birth certificate; some programs for adults require proof of legal work authorization and/or employment,Certificado de nacimiento; Algunos programas para adultos requiere prueba de empleo y/o prueba de estatus legal para trabajar,"Not required for children's programs, most adult programs require proof of legal status",No es requerida para programas para niños; Prueba de ciudadanía o estatus legal para trabajar es requerida para programas de adultos,Sliding scale,Varía dependiendo de su ingreso,,,,"The Eat Smart New York program is a collaboration with Cornell Cooperative Extension Wayne County, Wayne County Department of Social Services, USDA and Cornell University. This is a educational program that provides FREE assistance with: Stretching food dollars; -- Planning and preparing tasty, low cost meals; Tips for feeding children; Sensibly controlling weight; Adding physical activity to your lifestyle; Nutrition during pregnancy; Feeding your baby and breastfeeding. SNAP-Ed (Foodstamp) applicants and recipients, Head Start families, WIC families, and families on free or reduced priced meals at school, Medicaid and SSI recipients and others who use food pantries are eligible for this program.","The Eat Smart New York program is a collaboration with Cornell Cooperative Extension Wayne County, Wayne County Department of Social Services, USDA and Cornell University. This is a educational program that provides FREE assistance with: Stretching food dollars; Planning and preparing tasty, low cost meals; Tips for feeding children; Sensibly controlling weight; Adding physical activity to your lifestyle; Nutrition during pregnancy; Feeding your baby and breastfeeding. SNAP-Ed (Foodstamp) applicants and recipients, Head Start families, WIC families, and families on free or reduced priced meals at school, Medicaid and SSI recipents and others who use food pantries are eligible for this program.",,
604,Wayne,Health,General medicine,Newark Community Health,513 West Union St,,,Newark,NY,14513,-77.110682,43.04805,(315) 573-7880,(315) 573-7158,cmcgee@spcc-roch.org,https://www.pnmc-hsr.org/resources/directory/3950/finger-lakes-wic-program/,https://www.pnmc-hsr.org/resources/directory/3950/finger-lakes-wic-program/,"M Tu F 8:00 AM-5:000 PM; W 8:00 AM-8:00 PM (Dec-Apr), 8:00 AM-9:00 PM (May-Nov); F 8:00AM-4:30PM -- 3rd Friday of each month- closed","lunes, martes, viernes 8:00AM-5:00PM; miércoles 8:00AM-8:00PM (diciembre-abril), 8:00AM-9:00PM (mayo-noviembre); viernes 8:00AM-4:30PM (CERRADO el tercer viernes del mes)",No,No,Yes,Sí,Yes,Sí,ID; Health Insurance card if you have one,Prueba de identidad; Tarjeta de aseguranza de salud si tiene,Not required,No es requerida,Sliding scale,Varía dependiendo de su ingreso,,,,,,,
605,Monroe,Labor; Housing; Mental health; Health,Training; Affordable housing; Specialty medicine,The Advocacy Center/Starbridge,1650 South Ave.,Suite 200,,Rochester,NY,14620,-77.613569,43.1231,(585) 546-1700,(585)224-7100,https://www.starbridgeinc.org/contact-us,https://www.starbridgeinc.org,https://www.starbridgeinc.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,Yes,Sí,"Yes, if you call the Spanish phone line at (585) 797-0032","Si, para servicio en español llame a (585) 797-0032",Children's birth certificate; some programs for adults require proof of legal work authorization and/or employment,Certificado de nacimiento; Algunos programas para adultos requieren prueba de empleo y/o prueba de estatus legal para trabajar,Not required,No es requerida,No cost,No hay costo,,,,"Serving families and individuals with developmental disabilities. Spanish Phone: 585-797-0032, TDD Phone: 585-423-8120.","Serving families and individuals with developmental disabilities. Spanish Phone: 585-797-0032, TDD Phone: 585-423-8120.",,
606,Wayne,Education; Programs for families; Housing; Emergency assistance; Referral to other agencies,Adult education; Programs for kids; Parenting support; Housing improvements; Other needs,"Wayne County Action Program, Inc.",30 Church Street,,,Lyons,NY,14489,-76.993368,43.063865,(315) 333-4155,(315) 946-7430,,www.waynecap.org,www.waynecap.org,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,By appointment,Con cita,By appointment,Con cita,Proof of address; proof of income,Prueba de dirección; Prueba de ingresos,Not required,No es requerida,Varies,Varía según los servicios,,,,,,,
607,Wayne,Emergency assistance; Housing; Financial help; Elderly services; Victim support; Mental health,Emergency financial aid; Affordable housing; Parenting support; Programs for kids;,Wayne County Department of Social Services,77 Water St,,PO Box 10,Lyons,NY,14489,-76.995203,43.062514,(315) 946-4881,(315) 946-7626,,https://web.co.wayne.ny.us/index.php/wayne-county-social-services-department/,https://web.co.wayne.ny.us/index.php/wayne-county-social-services-department/,M-F 9:00 AM-5:00 PM,lunes - viernes 9:00AM-5:00PM,No,No,"Yes, Spanish","Sí, español",By appointment,Con cita,Proof of income,Prueba de ingresos,Caution: Most programs require proof of legal working status,PRECAUCIÓN: Prueba de ciudadaníaestatus legal para trabajar es requirida por la mayoria de programas,Varies,Varía según los servicios,,,,"Emergency food stamps for farmworkers until work begins. Temporary assistance, medical assistance, food stamps, home energy assistance program, child support enforcement and services.","Emergency food stamps for farmworkers until work begins. Temporary assistance, medical assistance, food stamps, home energy assistance program, child support enforcement and services.",,
