id,internal-note,county,category,subcategory,organization,address,address2,pobox,city,state,zipcode,longitude,latitude,phone,fax,email,website,hours,transportation,translation,bilingual,documents,citizenship,cost,notes,amy-notes
605,,Wayne,Labor; Housing; Mental health,Training; Affordable housing,The Advocacy Center/Starbridge,1650 South Ave.,Suite 200,,Rochester,NY,14620,-77.613569,43.123100,(585) 546-1700,(585)224-7100,contact page on website,https://www.starbridgeinc.org,M-F 9:00AM-5:00 PM,No,Yes,"Yes, if you call the Spanish phone line at (585) 797-0032 --","Children's age, date of birth --  current workplace",Not required,No cost,"Serving families and individuals with developmental disabilities. Spanish Phone: 585-797-0032, TDD Phone: 585-423-8120.",
606,,Wayne,Education; Programs for families; Housing; Emergency assistance; Referral to other agencies,Adult education; Programs for kids; Parenting support; Housing improvements; Other needs,"Wayne County Action Program, Inc.",30 Church Street,,,Lyons,NY,14489,-76.993368,43.063865,(315) 333-4155,(315) 946-7430,,www.waynecap.org,M-F 9:00AM-5:00 PM,No,By appointment,By appointment,Proof of address; proof of income,Not required,Varies,,
607,,Wayne,Emergency assistance; Housing; Financial help; Elderly services; Victim support; Mental health,Emergency financial aid; Affordable housing; Parenting support; Programs for kids;,Wayne County Department of Social Services,77 Water St,,PO Box 10,Lyons,NY,14489,-76.995203,43.062514,(315) 946-4881,(315) 946-7626,,www.co.wayne.ny.us,M-F 9:00AM-5:00 PM,No,"Yes, Spanish",By appointment,Proof of income,Caution: most programs require proof of legal working status,Varies,"Emergency food stamps for farmworkers until work begins. Temporary assistance, medical assistance, food stamps, home energy assistance program, child support enforcement and services.",
608,,Wayne,Health,Specialist medicine,AIDS Rochester,259 Monroe Avenue,,,Rochester,NY,14607,-77.599588,43.149494,(585) 545-7200; (800) 266-6133,,bathofc@aidsrochester.org,https://www.trilliumhealth.org/en/2/testing-treatment-prevention,M W Th F 8:00AM-6:00 PM; Tu 8:00AM-7:00 PM; Sat 8:00AM-4:00 PM,No,By appointment,Yes,ID; Health Insurance card if you have one,Not required,Varies,"Provides bilingual case management, support groups, HIV testing, advocacy, nutrition assistance, housing assistances, recreational programs, some financial assistance, and referrals.",
609,,Wayne,Mental health,Psychological support; Drug/alcohol abuse treatment,"Family Counseling Service of the Finger Lakes, Inc",671 South Exchange St.,,,Geneva,NY,14456,-76.982224,42.864484,(315) 789-2613; (833) 801-0084,(315) 789-2524,family counseling@fcsfl.org,www.fcsfl.org,M-F 9:00AM-5:00 PM; Close at 3pm on Friday; Evenings by appointment,No,By appointment,By appointment,ID,Not required,Sliding scale,"Individual, child, marital, and family counseling. Child sexual abuse assessment and treatment.",
610,,Wayne,Health,Health access,Finger Lakes Community Care Network/Thompson Health Navigator Program (formerly facilitated enrollment),3170 West St,Suite 211,,Canandaigua,NY,14424,-77.293479,42.875096,(585) 396-6463,(585) 396-6127,,thompsonhealth.com,M-F 7:00AM-5:00 PM,No,"Yes, Spanish (provided through phone line)",No,Social security card; Documentation of employment,"Caution: citizenship required for adults, not for children",Sliding scale,"Facilitated enrollment screening and enrollment for Medicaid, Child Health Plus, and Family Health Plus. One-on-one interview and eligibility screening for NYS health insurance programs. Locations throughout Wayne and Ontario Counties for off-site visits are arranged as needed.",
611,,Wayne,Health,Farm visits,NYS Department of Health- HIV/AIDS Hotline,Phone Only,,,,NY,,0.000000,0.000000,(800) 962-5063,,,,,,"Yes, Spanish",Yes,No,Not required,No cost,Information on HIV/AIDS and HIV testing options in the Rochester/Finger Lakes Region.,
612,,Wayne,Health,Specialist medicine,Regional Community Asthma Network of the Finger Lakes (RCAN)/Thompson Health- Asthma Care Coordination,3170 West St,Suite 150,,Canandaigua,NY,14424,-77.293479,42.875096,(585) 396-6529,(585) 396-6674,,www.thompsonhealth.com,M-F 8:00AM-5:00 PM,No,"Yes, Spanish",Yes,No,Not required,Sliding scale,"Asthma Care Coordination includes asthma education and home environmental assessments, primarily for children aged preschool through 14 years of age who have moderate to severe asthma and their families. Durable medical equipment is provided as indicated.",
613,,Wayne,Health,General medicine; Health access; Specialist medicine,Wayne County Public Health Service,1519 Nye Rd,Suite 200,,Lyons,NY,14489,-77.030104,43.061118,(315) 946-5749,(315) 946-5762,,www.web.co.wayne.ny.us,M-F 8:00AM-4:30PM,No,By appointment,By appointment,ID; Health Insurance card if you have one,Not required,Sliding scale,"STD and TB clinic, adult and child immunizations, maternal child help.",
614,,Wayne,Health,Specialist medicine,Cancer Services Program of the Finger Lakes,46 Prince Street,University of Rochester Hospital,,Rochester,NY,14513,-77.589494,43.158759,(585) 224-3070; (877) 803-8070,(315) 359-2111,csp@urmc.rochester.edu,http://www.rochestergeneral.org/centers-and-services/wayne-county-rural-health-network/cancer-screening-partnership-of-wayne-county/,M-F 8:00AM-5:00 PM,No,By appointment,By appointment,ID: Health insurance card if relevant,Not required,Sliding scale,Free Cancer Screenings for Uninsured & Underinsured Women & Men,
615,,Wayne,Legal aid,Immigration law,Volunteer Legal Services Project,10 Atkinson Street,,,Rochester,NY,14608,-77.614590,43.149949,(585) 625-7742,,please call,vlsprochester.org,M-F 9:00AM-5:00 PM,No,By appointment,Yes,No,Not required,Sliding scale,"Rowan Seidel of VLSP came to Mexican Consulate, Geneseo, NY Nov 7, 2019, rseidel@nixonpeabody.com. Kristin Johnson, Tracy Prather, Meghan Cerano came to Mexican consulate. kjohnson@vlsprochester.org (585) 295-5709",
616,,Wayne,Health,General medicine; Women's medicine; Dental,Finger Lakes Community Health Sodus,6692 Middle Rd,Suite 2100,,Sodus,NY,14551,-77.065429,43.255613,(315) 483-1199,(315) 483-2451,info@localcommunityhealth.org,https://localcommunityhealth.com/locations/sodus-community-health-v2/,M 8:00AM-4:30PM; Tu 8:00AM-7:00 PM (Dec-April); W 8:00AM-5:00 PM; Th 8:00aAM-8:00 PM (Dec-April) 8:00AM-9:00 PM (May-Nov); F 8:00AM-4:00 PM  --  (May to Nov); W 8:00AM-4:30PM,Yes,Yes,Yes,No,Not required,"Based on income,  --  depends",,
617,,Wayne,Programs for families; Mental health; Emergency assistance; Financial help; Housing,,Catholic Charities of Wayne Counties - Counseling,180 E. Union St,,,Newark,NY,14513,-77.092873,43.046925,(315) 331-4867,(315) 331-4918,contact page on website,www.ccwayne.org,M-F 8:00AM-4:00 PM; by appointment for evenings,No,"Yes, Spanish",No,Photo ID; Proof of residency in the county,Not required,"Counseling $30 initial, emergency services free --  $25 for every session;  --  Money order, personal check, or cash","Provides transitional housing for migrant farm workers; as well as referrals to health, education--college bound, and other social services- court mandated counsel. Clothing, emergency food, counseling.",
618,,Wayne,Programs for families; Mental health; Emergency assistance; Financial help; Housing,Programs for kids; Emergency shelter; Food; Clothing; Emergency financial aid; Other needs: Affordable housing;,Catholic Charities of Wayne County - La Casa,16 Maple Ave,#2,,Sodus,NY,14551,-77.061176,43.237000,(315) 483-9034,(315) 210-6712,,https://www.manta.com/c/mh5x693/catholic-charities,M-F 9:00AM-4:30PM,No,By appointment,No,Photo ID; Proof of residency in the county,Not required,No cost,"Transitional farmer worker housing up to 90 days, must have worked in farming industry",
619,,Wayne,Health,Farm visits,NYS Department of Health,624 Preemption Rd,,,Geneva,NY,14456,-77.011801,42.872762,(315) 789-3030,,,www.health.state.ny.us,M-F 8:30 AM-4:45PM,No,No,No,Caution: proof of legal working status required for some services,Caution: proof of legal working status required for some services,No cost,"Inspection of labor camps in Wayne, Ontario, and Yates counties occupied by five or more people. Inspections are made to assure housing is in compliance with Part 15 of the NYS Sanitary Code. (Inspection of campus with less than five people is under the authority of the US Department of Labor.)",
620,,Wayne,Labor,Training; Job search assistance,NYS Department of Labor- Division of Employment Services,276 Warring Road,,,Rochester,NY,14513,-77.565353,43.184371,(585) 258-8855,,caylin.guise@labor.ny.gov,www.labor.ny.gov,M-F 8:30 AM-4:30PM,No,"Yes, Spanish",Yes,No,Not required,No cost,"Contact Caylin Guise at this office for bilingual agricultural-related services. Attended Mexican Consulate in Geneseo, Nov 7, 2019",
621,,Wayne,Legal aid; Health; Victim support,Labor rights; Other law; Health access; Domestic violence;,Legal Assistance of the Finger Lakes- Nutrition Outreach and Education Program; Community Health Advocacy Project,1 Franklin Square,,PO Box 487,Geneva,NY,14456,-76.981940,42.866705,(315) 781-1465,(315) 781-2565,lafl@lafl.org,www.lawny.org,M-F 9:00AM-12:00 PM and 1:00 PM-5:00 PM,No,"Yes, Spanish",By appointment,No,Not required,No cost,"Access to the justice system for low-income people and other vulnerable populations with civil legal problems. Projects include homelessness intervention, disability advocacy, income maintenance, nutrition outreach, elder law, elder care, and Finger Lakes Volunteer Lawyer Service.",
622,,Wayne,Legal aid; Victim support; Referral to other agencies,Other law; Domestic violence; Women's health,"Victim Resource Center of the Finger Lakes, Inc",132 Harrison St,,,Newark,NY,14513,-77.093201,43.048992,(315) 331-1171; hotline (800) 456-1172 (bilingual) --  (Ext. 5 for Spanish),(315) 331-1189,vrc132@verizon.net,http://www.vrcfl.org/,M-F 8:30 AM-4:00 PM; On call for crisis  --  intervention 24/7 in Spanish and English,No,"Yes, Spanish",Yes,No,Not required,No cost,"Free confidential, supportive services for victims of domestic violence and sexual assault. Services provided include: emergency safe dwelling for victims of domestic violence and their children; short-term counseling; support groups; information and referral; medical/legal social services advocacy; education and outreach. Free legal representation for Orders of Protection. Together with our partner, the International Institute, we offer legal assistance with immigration matters related to domestic violence or sexual assault.",
623,Can't find,Wayne,Leadership training,,Migrant Support Services of Wayne County,6055 Robinson Rd,,,Sodus,NY,14551,-77.059526,43.221547,(585) 733-3171,,contact page on website,http://www.thenyic.org/node/3094,Call for appointment,No,"Yes, Spanish",Yes,No,Not required,No cost,Work to support and sustain community life is focused on recognizing and meeting the needs of the immigrant members of the community by educating the community protecting the migrant and immigrant community from violations to their human rights providing immediate support for migrant and immigrant families in times of need and stress and lobbying for political change.,
624,,Wayne,Labor; Victim Support,Job search assistance; Training; Career Advice; Domestic Violence; Food pantry; Farm Visits (pesticide training; heat stress),PathStone,4075 Ridge Road,,PO Box 156,Williamson,NY,14589,-77.187166,43.224301,(585) 754-9032,,,https://pathstone.org/,M-F 9:00AM-5:00 PM,No,No,Yes,"Yes, for those enrolled: state ID, Resident Card, proof of employment, or social security numbers are required for enrollment",Caution: required proof of legal working status,No cost,Must be a farmworker with a farmworker income and have legal documents,
625,can't find,Wayne,Education,,Esperanza Project,???,,,,NY,,0.000000,0.000000,(585) 657-6121  --  (Ext. 1007),(585) 657-4771,,,,,,,,,,Services homeless migrant farmworkers children and families across New York during the school year and summer such as enhanced tutoring personal counseling advocacy purchase of emergency and school supplies translation resources for many Spanish speaking homeless migrant children transportation for summer school attendance where needed,
626,no contact information,Wayne,Mental health,,Our Lady Guadalupe- Church of the Epiphany,105 W. Main St,,,Sodus,NY,14551,-77.070585,43.235968,(585) 328-3210  --  (Ext. 1354),,flores2smotl@yahoo.com,http://www.stmaxparish.com/,Spanish mass: 2:00 PM on Sundays,No,"Yes, Spanish",Yes,No,Not required,No cost,"Mass at Church of the Epiphany is offered in Spanish year round on Sunday afternoon at 2pm. The community is invited to gather after Mass in the Parish Center for refreshments, socializing, and mutual help with needs.",
627,,Wayne,Leadership training,Professional training; Legislative advocacy; Labor Rights; Educational initiatives; Empowerment,Liturgia Rural Worker Education Center,7 Phelps Street,,,Lyons,NY,14489,-76.990100,43.065248,(845) 428-0359,(315) 871-4067,,http://www.ruralmigrantministry.org,,No,"Yes, Spanish",Yes,No,Not required,No cost,,
628,,Wayne,Emergency assistance,Food,St. John's Food Pantry,43 West DeZeng Street,,,Clyde,NY,14433,-76.870428,43.086899,(315) 902-4130,,,,Call for appointment,No,By appointment,No,No,Not required,No cost,,
629,,Wayne,Emergency assistance,Food,Helpful Hearts - Carolyn Cook,12 Geneva Street,,,Lyons,NY,14489,-76.990670,43.065046,(315) 690-1952,,hlepfulheartscc@hotmail.com,http://helpfulheartscc.com/,M-F 10:00AM-4:00 PM; Sat 9:00AM-2:00 PM,No,By appointment,No,No,Not required,No cost,,
630,,Wayne,Emergency assistance,Food,Lyons Community Food Pantry,93 William Street,Lyons Presbyterian Church,,Lyons,NY,14489,-76.994531,43.065619,(315) 946-4723,,contact page on website,http://www.lyonspresbyterianny.org/resources.html,Every Tu-F 11:00AM-1:00 PM;  2nd Su 11:AM-1:00 PM,No,By appointment,No,No,Not required,No cost,,
631,,Wayne,Emergency assistance,Food,Emmanuel Methodist Church,301 South Miller Street,,,Newark,NY,14513,-77.099833,43.045795,(315) 331-8755,,,https://www.facebook.com/pg/Newark-Emmanuel-UMC-472045793241846/reviews/?ref=page_internal,Serves daily free lunches; Call for appointment to access pantry,No,By appointment,No,No,Not required,No cost,,
632,,Wayne,Emergency assistance,Food,"Wayne County Action Program, Inc.",7188 Ridge Road,,,Sodus,NY,14551,-77.042182,43.229998,(315) 333-4155,,contact page on website,www.waynecap.org,Call for appointment,No,By appointment,By appointment,Proof of address; proof of income,Not required,Varies,,
633,,Wayne,Emergency assistance,Food,Sodus Point United Methodist Church Food Pantry,7940 S Ontario Street,,,Sodus Point,NY,14555,-76.989466,43.268782,(315) 483-4540,,rlstouch@hotmail.com,https://www.unyumc.org/resources/church/sodus-point-umc,Call for appointment,No,By appointment,No,No,Not required,No cost,,
634,,Wayne,Emergency assistance,Food,Tyre Food Pantry,645 Route 414,,,Tyre,NY,13148,-76.852354,42.993864,(315) 593-9471,,tyrereformed@gmail.com,https://www.facebook.com/tyrereformedchurch/,2nd and 4th F 3:00 PM-4:45PM,No,By appointment,No,No,Not required,No cost,,
635,,Wayne,Emergency assistance,Food,Williamson United Methodist Church,4146 Main Street,,,Williamson,NY,14589,-77.183762,43.223974,(315) 589-8622,,williamsonumcsecretary@gmail.com,http://williamsonunitedmethodist.org/,Call for appointment,No,By appointment,No,No,Not required,No cost,,
636,,Wayne,Emergency assistance,Clothing; Other necessities,Catholic Charities Community Clothing Center,12019 East Main Street,,,Wolcott,NY,14590,-76.814477,43.220694,(315) 331-4867,,contact page on website,https://www.ccwayne.org/community/community-clothing-center/,W 5:00PM-7:00PM; Sat 10:00AM-1:00PM,No,By appointment,No,No,Not required,No cost,,
